"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324_B","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"31970_397.0695_7.5916_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31971_397.0696_8.9713_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31972_397.0696_8.5242_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.072763e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.516535e+03","0.000000e+00","0.000000e+00","3.049413e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31973_397.0696_7.771_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31974_397.0697_8.8974_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31975_397.0699_8.6036_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.072763e+03","1.281533e+04","0.000000e+00","0.000000e+00","0.000000e+00","3.516535e+03","0.000000e+00","0.000000e+00","3.049413e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31976_397.0699_8.3297_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.780797e+03","0.000000e+00","2.096200e+03","0.000000e+00","0.000000e+00","0.000000e+00","1.469337e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.652501e+03","0.000000e+00"
"31977_397.07_8.6618_341_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.072763e+03","2.057242e+04","0.000000e+00","0.000000e+00","0.000000e+00","3.516535e+03","0.000000e+00","0.000000e+00","3.049413e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"31979_397.1394_4.9816_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","4.493152e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.985550e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.539915e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32003_397.2401_8.3188_-1_N/A_NA_no matches_no matches_no matches_no matches","2.281444e+04","1.442626e+04","2.563627e+04","2.842442e+05","1.987040e+04","1.908551e+04","2.732247e+04","2.483157e+04","2.405861e+04","3.459147e+04","2.930734e+04","4.084053e+04","2.009022e+04","1.814725e+04","3.398134e+04","2.323144e+04","1.527984e+04","2.246516e+04","3.753858e+04","2.878050e+04","9.218659e+04","1.339012e+04","2.678978e+04","1.603674e+04","2.347588e+04","2.700324e+04","5.388206e+04","2.986436e+04","2.012112e+04","1.963706e+04","3.857283e+04","3.093814e+04","2.606453e+04","2.497618e+04","3.297235e+04"
"32012_397.2737_8.9941_2268_N/A_NA_no matches_no matches_no matches_no matches","3.146439e+03","0.000000e+00","1.962197e+03","7.203185e+04","3.752752e+03","1.110675e+04","0.000000e+00","0.000000e+00","1.984738e+03","0.000000e+00","1.614788e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.454790e+03","0.000000e+00","0.000000e+00","2.485905e+03","2.098189e+03","0.000000e+00","0.000000e+00","2.506603e+03","0.000000e+00","2.572411e+03","2.369497e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32014_397.281_3.0775_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32015_397.2812_3.7067_11981_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32017_397.2965_8.3673_214_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.332587e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32030_397.3292_12.0219_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32031_397.3472_12.7419_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.059563e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32034_398.0824_8.088_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","2.975670e+03","3.171617e+03","0.000000e+00","2.906663e+03","0.000000e+00","0.000000e+00","2.693848e+03","0.000000e+00","2.278838e+03","4.716013e+03","0.000000e+00","2.058467e+03","3.368165e+03","2.635093e+03","3.043309e+03","2.359442e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.254470e+03"
"32035_398.0826_8.8473_3282_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","2.453452e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.084843e+03","2.110544e+03","7.407145e+03","2.672745e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.597031e+03","5.732316e+03","4.113136e+03","0.000000e+00","2.750460e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32038_398.1189_8.8608_3282_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.365642e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32040_398.119_8.3087_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.300802e+03","0.000000e+00","0.000000e+00","0.000000e+00","3.666014e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.099483e+03","0.000000e+00","1.375160e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.360906e+03"
"32041_398.119_9.6051_8044_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.381834e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.059775e+03","0.000000e+00","0.000000e+00","2.739067e+03"
"32058_398.1482_5.1305_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","2.143863e+04","0.000000e+00","3.230942e+05","3.459003e+04","0.000000e+00","0.000000e+00","0.000000e+00","3.086252e+04","4.280732e+04","2.100996e+05","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.708051e+04","1.354004e+04","1.364577e+04","4.557494e+04","7.082104e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.344278e+04","0.000000e+00","0.000000e+00","0.000000e+00","3.473250e+03","0.000000e+00","2.516160e+04","0.000000e+00"
"32060_398.154_8.4611_269_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32061_398.1541_8.371_269_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.079730e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.140429e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.122868e+03","0.000000e+00","0.000000e+00","0.000000e+00"
"32088_398.2028_1.033_384_N/A_NA_no matches_no matches_no matches_no matches","2.184093e+04","3.163263e+04","1.941762e+04","5.299137e+04","6.316732e+03","3.053024e+04","1.425474e+04","2.091074e+04","1.327270e+04","1.036479e+04","2.812402e+04","1.550539e+04","3.262589e+04","2.964541e+04","2.646685e+04","1.770271e+04","4.450662e+04","1.291325e+04","1.728031e+04","2.004899e+04","3.022929e+04","1.938116e+04","1.448802e+04","1.709817e+04","2.503760e+04","2.755904e+04","1.918350e+04","2.402269e+04","1.649047e+04","3.478763e+04","1.438592e+04","1.763894e+04","3.346860e+04","1.894044e+04","4.002991e+04"
"32102_398.2174_7.4391_-1_N/A_NA_no matches_no matches_no matches_no matches","2.714107e+05","3.078208e+05","1.483191e+05","1.786944e+05","1.352384e+05","2.723549e+05","1.984864e+05","1.564027e+05","1.266277e+05","2.172183e+05","2.327860e+05","2.097531e+05","2.387425e+05","9.538800e+04","1.838715e+05","1.353044e+05","1.757450e+05","2.305980e+05","3.812202e+05","2.449794e+05","2.430333e+05","1.459230e+05","2.047743e+05","1.373753e+05","2.245535e+05","1.222123e+05","2.800776e+05","1.993389e+05","2.425332e+05","1.809803e+05","4.775965e+05","2.676548e+05","2.550417e+05","1.660804e+05","2.738312e+05"
"32123_398.2293_7.4566_-1_N/A_NA_no matches_no matches_no matches_no matches","4.316306e+03","0.000000e+00","4.187590e+03","4.791749e+03","0.000000e+00","0.000000e+00","3.177253e+03","0.000000e+00","3.321424e+03","0.000000e+00","0.000000e+00","4.041716e+03","5.141773e+03","3.763479e+03","2.574236e+03","5.519285e+03","0.000000e+00","0.000000e+00","2.777708e+03","0.000000e+00","4.265521e+03","2.837874e+03","3.188446e+03","2.549987e+03","0.000000e+00","0.000000e+00","3.723316e+03","2.265256e+03","2.613135e+03","3.823140e+03","2.699610e+03","2.345526e+03","0.000000e+00","0.000000e+00","2.795939e+03"
"32173_398.2671_5.1597_7137_N/A_NA_no matches_no matches_no matches_no matches","3.807324e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.595300e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.452199e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.658314e+03","0.000000e+00","0.000000e+00","0.000000e+00"
"32211_398.3016_7.0941_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.137794e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.403576e+03","3.299169e+03","0.000000e+00","4.307344e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.060704e+03","0.000000e+00","0.000000e+00","5.685265e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32212_398.3017_7.499_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.305489e+03","0.000000e+00","0.000000e+00","0.000000e+00","3.964686e+03","0.000000e+00","0.000000e+00","3.574084e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32213_398.3033_5.6001_1578_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32223_398.3267_8.6773_4209_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"32251_398.7811_5.1717_2619_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
