"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"3285_365.1962_6.3582_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",5981557,106134700,102214800,29165860,30185190,53323950,113428900,70348520,11662240,13876250,44960480,137171000,21208660,7458184,188866700,229098700,14033270,22758710,12383120,9700539,43746110,177003300,22140270,38197920,10092450,14935240,160161200,24840310,64447310,18284900,25038650,39454710,16968380,30601820,56507890
"3286_257.1748_8.1283_-1_N/A_Artemisinin_NA_no matches_no matches_no matches_no matches",8838695,31442630,6354262,15652260,23606130,8998224,11973370,6824329,5367028,14067660,6272211,7533339,6512501,7564730,7119046,6046812,8285984,4569384,18379090,2344738,8415850,13590640,4895867,6213485,4944504,5471206,12484050,6566348,6267704,5466328,2624986,3215879,2091968,3436409,325324
"3288_370.2224_7.1148_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",46762900,17187480,5396589,13941500,5655397,4643042,3401787,11494650,3746820,6136191,8788983,4856480,8821244,14416180,5324324,7265392,7031983,5570722,10769170,7912872,28646680,9706224,14351330,5855456,15221220,7415199,4853448,9662794,10307650,11055170,4510112,13178440,8101936,6706018,11830370
"3289_294.1337_5.8608_1791_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA",2677698,5610372,4292431,11770810,2233712,3359713,2141634,4893292,8463110,2626063,10993940,1968523,2911209,2688468,4757141,9237093,2120101,3438263,10280080,11358240,18746900,10220900,7013194,3559964,27211840,10035000,12997200,15971720,11002090,11286570,8902137,15443760,11031260,15891940,8494350
"3290_437.254_5.4426_449_N/A_NA_Peptidolipin_F_Peptidolipin_F_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",26988890,25305090,36618320,43887720,71024200,2657931,3930929,3232024,1061185,72897870,102109700,3267767,5639900,1661381,581024.2,4655969,4543963,48216790,63936610,60284970,90672520,104890500,4858770,1714712,7507192,15134260,52163660,78594800,2273797,10254930,1965269,5540400,4736783,9134035,2012878
"3291_452.2774_9.8713_757_N/A_NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",21246760,25188510,9416830,15280940,34206630,9912591,7138809,11062570,50798010,47498860,99850990,68041190,1827271,37736250,14378160,42118790,8833681,15957680,16315920,1887436,45373690,20255190,2185781,2758518,4329748,14455650,2259151,6043247,10464840,21092660,17699890,10340350,27267360,27797690,11117310
"3292_269.1746_7.9868_1550_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",3225936,10248460,3071081,8487803,9005650,2494123,2597068,3173382,3474279,4024206,2195893,7144664,4649731,3335344,2939988,2579891,1371429,4755051,14801600,2947076,6753710,8923895,2505845,4148915,5635391,5782599,16468190,6368197,6060134,5051692,2622496,2796959,4193984,3037129,1889240
"3293_323.2217_8.4202_400_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",10651470,13197950,4316332,11844390,13901980,5868489,7352495,11763890,5355650,5334989,11104650,13254110,5216634,8520285,3133199,7015961,6280403,10817870,4258329,1122113,8078428,3737252,3492974,7414525,7969517,8638555,9470391,4906396,10427090,7518353,5241583,1462659,1613161,9815618,3550966
"3296_315.1955_9.5701_392_NCGC00385270-01_C20H28O4_5-[2-(3-Furyl)ethyl]-8-hydroxy-5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenecarboxylic acid_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Diterpenoids",3665658,5320027,4990417,9071038,19928260,12523110,6806864,11241190,17660850,10132400,16861920,11195440,12482980,17964210,2485859,14342600,4226011,10253940,10237460,27882640,9942964,9299583,7481222,12737610,14838110,5499599,10491510,16260850,5488884,8312344,14932440,12574420,15934050,5927871,6739541
"3297_351.2167_7.7931_154_6,10a-dihydroxy-4-(hydroxymethyl)-4,7,11b-trimethyl-1,2,3,4a,5,6,6a,7,11,11a-decahydronaphtho[2,1-f][1]benzofuran-9-one_Spectral Match to 8(9)-EpETE from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",5401196,10447820,14131740,8413976,8633936,8674284,23989380,2620177,5763530,12609850,18701220,9336145,27885150,37630450,3490235,3770502,5564218,6820339,18039650,17291950,10214150,9884239,5379608,3418515,6392327,6706088,40326330,8225223,38338960,24737910,12993060,7116221,13435530,4702406,3594821
"3306_347.1854_8.7493_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",20166430,22369270,15732760,19816880,11025980,10148970,11996850,15543360,10099270,11962380,23040920,16042050,16442770,13483530,10392060,13427740,15760410,13718490,20247520,8843176,44081970,18599410,12463080,11705600,8762968,44915760,25474350,11890750,15324790,14514170,22999890,16622700,13582180,12977160,9384454
"3307_263.1643_8.2101_64_Brefeldin A, natural_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",21771250,24116010,20294640,40345400,17037180,5986133,11487930,12600110,14806220,18247430,29027920,16327180,23956440,14493950,37703580,16571780,10614150,32163680,25153420,14659510,43232260,21413770,21634750,11877570,13995290,13742490,18374220,24339610,15496020,21121380,22001310,13128020,15843780,19095250,10439400
"3308_325.7016_4.5722_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",882549.5,1051736,1221826,2080039,2762964,195998.2,291969.9,1043617,2869243,8772303,10765120,696249.5,2375226,4168002,1051351,1888546,900095.2,36988150,64321190,56548840,38049850,82952080,1205779,779312.7,4442065,36397120,61983380,55263160,5667340,36926730,19812410,6265924,2871020,11266690,0
"3309_249.1486_7.4837_305_N/A_brefeldin A_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",24896530,37655630,15225710,148134100,19614680,10702990,11925660,8430506,52280730,47794990,50640720,13445230,22473520,49019360,45256020,51239320,17656200,11476350,9161074,12929630,16207830,24754340,6749419,4675842,3118714,24081150,7931828,13846640,5173059,7366960,4889428,11846120,4701873,8382120,10289800
"3310_189.1484_4.6384_1922_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Medium-chain hydroxy acids and derivatives",46519820,37549500,34162630,62808060,54431560,77003640,91988520,7812246,3581065,7442106,1002763,8871546,8854636,3643834,7299561,18404950,10879190,30389960,22165280,16490410,37588660,31140630,42720420,46660650,7338854,2371376,6579692,1281450,7230101,11000600,3629969,6229226,5598855,4787519,5312196
"3318_333.206_7.7969_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",9987798,9291589,14588580,7610232,10093790,11118310,7882634,19900930,4830538,15901060,25675300,45542450,5977414,4634058,11599490,7632106,6461240,15564440,7201378,7271184,27097580,6108008,5111546,5463000,10278140,4688208,8530397,7934528,6739687,20002770,3136361,11560800,7415066,12495310,6672400
"3319_277.1799_8.5364_2609_N/A_Brefeldin A, natural_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",48397680,26166950,35612440,88283730,2312533,6472523,3075746,3774912,2209663,10116800,33367500,25824890,22883900,4865601,4141866,7115622,15822940,24251720,24026610,7228660,21935360,33709310,5080906,5721824,2759800,7317942,17500460,6931432,4127966,2407522,2721292,2918261,17139350,32212740,2084815
"3320_670.3908_4.0648_96_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Indoles and derivatives_NA",86880520,72252670,179597800,272269200,163028100,703467.7,729127.8,9498874,123115200,115927600,232546600,43800020,60775060,149271300,2816494,7606275,47964770,37342220,29751370,59745710,158207400,93832920,0,0,5954956,61344010,82666610,71381680,25217950,47271530,95317870,596076.6,1191245,14708260,0
"3321_281.1224_3.5554_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",10109250,8679355,8986991,28148330,5802306,1689679,3707897,1455534,7539641,3733910,4534573,1873338,6739457,8775323,3003763,2374796,3266039,4757477,9146977,5477758,26413550,8086941,3991759,3569388,2262529,2897143,10874780,10947790,6248682,5674170,4452429,1791477,1765281,4308385,595234.5
"3325_350.2325_9.3282_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",4764141,19932170,19258280,9739308,9523081,15301180,9740715,12240080,24593770,16197470,17573350,9824379,13963690,8956907,13422760,19106100,9308299,15632900,28211340,18161520,10339360,21749770,18086610,14976770,12778090,15588000,16989010,28525240,21884570,31828170,9825910,9123673,30039040,22536410,13507500
"3328_420.2596_9.5328_2107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Monoterpenoids",359080800,303600900,443709700,238657700,330684500,329027700,351374600,127642400,27534540,4790498,1227146,1294264,5215972,9491106,11934920,7151715,24213160,89983070,39236740,82792150,17844020,12550850,64840090,90990320,40255510,3569181,1609069,3502864,254878.5,610452.3,14812570,373135.1,865607.4,20483190,16955580
"3330_361.2374_10.4996_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",27703150,7375604,13604780,114487800,9395172,3009635,6817412,3818107,8861611,6385400,40060520,2121024,4642431,17246220,10068820,12961390,1136861,21802180,23486740,19128700,5816266,3234078,7703168,5003456,4024013,11129420,5971714,4038749,4385123,13474560,11170050,6407908,6429525,6348568,6078315
"3332_293.175_10.3517_12_N/A_Massbank:NA002719 alpha-Santonin|Santonin|(3S,3aS,5aS,9bS)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",48941850,44799520,39204210,107156100,34038200,13375450,14966280,11211740,10820920,29643320,19989450,15512790,14008540,16258450,10675160,8620182,11430700,79858030,39543980,49065350,96228950,31264030,10742980,8584896,9235922,24502310,35641010,42093020,13647230,27606950,20194850,8788719,9234121,9660731,5392359
"3333_452.3004_9.8304_757_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",1491527,4816405,2874334,1749668,5296846,5703182,6199325,5430495,3557210,2151573,3016669,1365548,2332976,4221773,3102038,8742770,4835941,1868300,7727531,6247970,3552157,10475070,10963880,7347447,7071539,8551787,6457088,10845400,668442.4,4414747,4435582,8469222,7160279,11474510,5376936
"3334_680.4233_5.8454_1720_N/A_Spectral Match to Undecaethylene glycol from NIST14_Tolybyssidin_A_Organic compounds_Lipids and lipid-like molecules_Diarylheptanoids_Linear diarylheptanoids",910478.9,0,1342312,10568840,0,1013778,348098.2,453667.3,2746789,703708.9,14999100,2805092,661150.6,3098169,3635641,1514758,4723185,0,354141.5,1548215,13450930,863083.8,402967.2,301714.1,495666.7,3090027,0,7334200,1508958,276395.8,3181576,1024289,1333289,3526908,1967314
"3336_250.1439_7.1529_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",5148055,5588383,7023717,6655211,3562543,4542344,3411903,4119555,8666242,4416844,3088770,5960116,10406750,5802298,7274591,5505958,6069991,4189002,2897363,3766188,2097458,1499350,4254559,4840632,2746951,5880320,4930307,4042915,5351284,3766358,4325714,1610837,3471772,4655332,4155253
"3338_289.1798_9.5371_279_N/A_MassbankEU:SM874701 Dydrogesterone|(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates",24648280,9165891,7767064,21174280,29721890,10083320,4987740,14366440,27197700,30009890,17315990,2084089,21188620,36145790,6841512,18535030,27009340,24496560,12974810,10911160,17199270,14680060,10990680,8553738,10284410,53052760,25019200,10256710,6012117,40333420,36048970,14455750,43671790,61249260,36090800
"3341_395.1695_9.1549_733_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Peptidomimetics_Hybrid peptides",37275500,7600819,15738080,5096461,902021,1426294,2568597,930280,14867780,8908078,52078320,2645063,14879090,15118660,30099400,5028921,6386739,17882710,5369808,8872326,4762516,1281856,922086.4,1816021,959860.4,10051050,9568792,21159550,1420040,4268492,15861930,24201480,9030800,3268723,7667269
"3342_194.175_3.2428_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",16508100,14655590,14328980,7123817,12247790,14442860,13938150,19113110,16296720,13910580,9217417,17314770,17811860,19401660,20752990,23039210,20691550,13390180,13712260,13909230,9926298,13382900,11745420,14831190,18972050,14549760,14438490,15056300,19647710,18179460,20221810,18518550,22350140,17571640,25195190
"3343_399.1643_7.0136_808_N/A_NA_NA_Organic compounds_Phenylpropanoids and polyketides_Coumarins and derivatives_NA",7745791,10453830,8337995,7490786,9843538,9087503,17365600,7820160,4361123,4688337,3371463,8611445,1974576,8638159,6236477,1699501,6220242,2660598,1232192,2537868,602932.7,1545872,2202706,6784098,6758290,2470020,2080073,3055270,1061310,1063355,642535.8,2417051,810119.3,1089709,3242086
"3345_381.7267_5.026_-1_N/A_NA_Peptidolipin_F_Peptidolipin_F_Organic compounds_Organic acids and derivatives_Peptidomimetics_Depsipeptides",9363243,13887070,17808600,14850330,37515400,460593,566353.7,3697329,15944660,35287690,24174430,7560709,6736603,11553760,2790429,820307.6,4022568,8988084,11952120,14709950,16830080,25853980,622077.5,292427,3513372,14728250,33609230,20959050,4596017,7869893,8523473,2568093,303525.4,2296200,0
"3346_552.2645_7.3759_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",12228100,14512950,11858230,12781950,17252440,17159970,32446480,7143214,321727.2,210196.2,1680369,423604.8,0,370398.4,244183.6,449389.3,525603.7,897862.4,1871612,1105269,933792.6,952887.1,2369627,2169154,1830987,0,0,8993192,0,0,0,0,0,115568.1,0
"3350_263.1643_8.4181_64_Brefeldin A, natural_Brefeldin A, natural_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",11995780,7531128,11704860,20554160,4881583,6820437,3857541,5994034,5568532,5356800,18438680,5832431,6267372,2739020,7171795,2495185,10355670,14669930,17855170,3815753,29000540,9636563,5896159,10010480,2235257,10310830,16571100,16913100,5809682,8070742,5188817,3403383,5231988,7349510,7351937
"3351_345.1546_7.631_34_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Carboxylic acids and derivatives_NA",247157800,394547600,229040700,242343900,443931300,491555300,779055900,224285800,2937541,3346166,2528899,3121144,3457624,4321260,2714536,3818083,3146045,77777730,102347900,59986840,83671270,126867000,124258200,133636600,75250450,1722241,1125093,3572411,2897173,1981025,2831780,1861181,4634433,2270149,1521721
"3359_321.206_10.071_1985_N/A_Spectral Match to 8(9)-EpETE from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Eicosanoids",54016440,57354820,42089980,47480970,33219370,9852186,36821530,12120020,39383800,26362980,17199870,3343610,19620480,7016978,20383600,12037130,35341360,34064470,44355570,33391730,83774170,46764150,21026370,21588550,36459150,40872820,20529760,38494820,4539737,9730233,2473861,4220693,8650117,56469190,1774331
"3362_366.2273_8.0587_-1_N/A_(2R,4'aR,5'S,6'R,6'aS,10'aR,10'bR)-6'-(acetyloxy)-4'a,6'a,10'b-trimethyl-5''-oxo-decahydro-1'H-dispiro[oxirane-2,7'-naphtho[2,1-b]pyran-3',3''-oxolane]-5'-yl 2-methylpropanoate_NA_no matches_no matches_no matches_no matches",3502001,5445878,3279523,3240635,3721249,5982100,7754950,6170870,18041770,5207297,17714710,4832439,31259500,29053250,14720440,2735657,10845410,6405858,41031280,17836100,9525263,12628600,26159420,5781631,8530940,6391781,9238982,6922434,7166977,5977222,3666086,6286992,9292361,21932660,7603688
"3365_272.2332_2.4707_552_N/A_Massbank:NA003179 Hordenine|4-[2-(dimethylamino)ethyl]phenol_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Fatty acids and conjugates",6417317,9398489,9699951,9138798,6216936,6078660,4166554,9524499,9444605,5027971,1483302,12398290,20849640,44463110,7904923,6662545,16014640,7061819,9592114,9663344,14770590,6430574,6899394,6260418,10101310,8563370,4194092,8619750,13700220,19161410,45266240,7574652,6660553,16253190,338699.7
"3366_368.2431_7.5549_45_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Organooxygen compounds_NA",11167490,9840441,9223723,12622130,10493280,1892747,6657725,10900110,14631230,21475560,5858084,12107110,8022149,4973976,3372084,1914985,14655670,9928169,13100920,14955580,24157380,16588000,5516218,5899747,15347320,12927110,18207000,17461130,14511100,21014230,28569880,5138168,15442270,2788569,4612675
"3367_281.1748_7.1869_6_N/A_(9E)-11a-hydroxy-3,6,10-trimethyl-6,7,8,11-tetrahydro-4H-cyclodeca[b]furan-2,5-dione_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Sesquiterpenoids",61362430,57901110,15404300,41602560,29305020,24256530,23172830,21324380,13777330,59971340,28708000,6751311,21277680,51103470,21243210,49710960,16972160,75328470,72650830,8631488,111620900,63033580,23643800,12844490,22412860,4254729,17517310,35383940,7662728,24995090,19629180,23690630,23114880,34072470,20409360
"3368_365.1961_8.1731_154_N/A_(1R,7R)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Eicosanoids",38678210,29144540,13108730,23645730,11842030,23110730,13080180,7040435,15952870,13911360,12815650,16137900,14303790,15347530,8116045,22115800,15381890,14940840,4644996,15286040,12832410,17589950,16681340,10534400,15041410,13315220,10281600,15066100,15394250,21032320,16464640,14412990,18783660,14378940,11967580
"3370_265.201_5.8798_-1_N/A_GLECHOMAFURAN_NA_no matches_no matches_no matches_no matches",27391970,17697300,14611460,12060990,11947310,18361630,46797990,6724810,6390226,6790999,4872544,6083806,4175712,4778717,4283400,6635884,3587966,13693090,11665940,6425096,7074681,6857897,8947710,19096220,2635375,2878418,2266336,2579369,2056526,3117771,1971870,2469080,2175801,508474.8,2896474
"3375_236.1645_2.9761_512_N/A_1,5-dimethyl-1-vinyl-4-hexenyl acetate_NA_Organic compounds_Benzenoids_Phenol ethers_NA",42485020,2172538,19627130,10652000,10527280,12448780,21991480,17365750,7900535,20689930,3273474,4009731,11343360,11977030,7627902,33819940,11675420,31988610,7754757,5213006,11911710,6201451,10047240,5809619,3346449,5861739,3867128,7263458,3104169,3644997,20309840,15464620,11272310,9613117,14855530
